TransactionID,Date,Category,Subcategory,Type,Amount,Budget,Description,Month,Year
TXN0281,2024-09-18,Dining Out,Coffee Shop,variable,-44.8,-33.33,Coffee Shop purchase,9,2024
TXN0283,2024-09-19,Dining Out,Coffee Shop,variable,-28.47,-33.33,Restaurant purchase,9,2024
TXN0287,2024-09-19,Entertainment,Netflix,variable,-21.62,-33.33,Gaming purchase,9,2024
TXN0276,2024-09-20,Transport,Bus Pass,variable,-37.87,-30.0,Fuel purchase,9,2024
TXN0291,2024-09-20,Health,Doctor Visit,variable,-46.17,-40.0,Gym purchase,9,2024
TXN0267,2024-09-21,Utilities,Electricity,variable,-164.2,-60.0,Water purchase,9,2024
TXN0269,2024-09-23,Utilities,Electricity,variable,-168.47,-60.0,Water purchase,9,2024
TXN0270,2024-09-23,Groceries,Supermarket,variable,-47.92,-53.33,Online Grocery purchase,9,2024
TXN0273,2024-09-23,Groceries,Online Grocery,variable,-54.59,-53.33,Online Grocery purchase,9,2024
TXN0279,2024-09-24,Transport,Train,variable,-28.44,-30.0,Bus Pass purchase,9,2024
TXN0289,2024-09-24,Entertainment,Cinema,variable,-15.05,-33.33,Netflix purchase,9,2024
TXN0294,2024-09-25,Shopping,Amazon,variable,-68.79,-66.67,Clothes purchase,9,2024
TXN0278,2024-09-26,Transport,Fuel,variable,-37.85,-30.0,Uber purchase,9,2024
TXN0274,2024-09-27,Groceries,Online Grocery,variable,-64.12,-53.33,Supermarket purchase,9,2024
TXN0262,2024-09-28,Income,Salary,income,3800.0,3800.0,Monthly salary,9,2024
TXN0292,2024-09-28,Shopping,Amazon,variable,-52.86,-66.67,Amazon purchase,9,2024
TXN0297,2024-10-01,Rent,Rent,fixed,-1200.0,-1200.0,Monthly rent,10,2024
TXN0298,2024-10-01,Savings,Savings Transfer,fixed,-500.0,-500.0,Monthly savings,10,2024
TXN0317,2024-10-02,Dining Out,Takeaway,variable,-51.16,-33.33,Coffee Shop purchase,10,2024
TXN0322,2024-10-02,Entertainment,Cinema,variable,-30.29,-33.33,Netflix purchase,10,2024
TXN0299,2024-10-05,Investments,ETF,fixed,-300.0,-300.0,Monthly investment contribution,10,2024
TXN0302,2024-10-06,Utilities,Electricity,variable,-189.4,-60.0,Electricity purchase,10,2024
TXN0306,2024-10-06,Groceries,Online Grocery,variable,-43.95,-53.33,Supermarket purchase,10,2024
TXN0320,2024-10-07,Entertainment,Cinema,variable,-31.73,-33.33,Netflix purchase,10,2024
TXN0324,2024-10-07,Health,Doctor Visit,variable,-20.95,-40.0,Pharmacy purchase,10,2024
TXN0300,2024-10-08,Utilities,Gas,variable,-194.68,-60.0,Electricity purchase,10,2024
TXN0316,2024-10-09,Dining Out,Takeaway,variable,-12.35,-33.33,Takeaway purchase,10,2024
TXN0326,2024-10-09,Shopping,Electronics,variable,-111.4,-66.67,Electronics purchase,10,2024
TXN0323,2024-10-10,Health,Pharmacy,variable,-29.7,-40.0,Gym purchase,10,2024
TXN0303,2024-10-11,Groceries,Online Grocery,variable,-79.81,-53.33,Online Grocery purchase,10,2024
TXN0304,2024-10-12,Groceries,Supermarket,variable,-61.53,-53.33,Online Grocery purchase,10,2024
TXN0311,2024-10-12,Transport,Uber,variable,-59.44,-30.0,Train purchase,10,2024
TXN0313,2024-10-13,Transport,Fuel,variable,-53.4,-30.0,Bus Pass purchase,10,2024
TXN0314,2024-10-13,Dining Out,Takeaway,variable,-36.59,-33.33,Coffee Shop purchase,10,2024
TXN0308,2024-10-15,Groceries,Online Grocery,variable,-71.9,-53.33,Online Grocery purchase,10,2024
TXN0307,2024-10-16,Groceries,Supermarket,variable,-85.64,-53.33,Supermarket purchase,10,2024
TXN0325,2024-10-17,Shopping,Electronics,variable,-70.18,-66.67,Clothes purchase,10,2024
TXN0296,2024-10-19,Income,Freelance,income,334.21,0.0,Freelance project payment,10,2024
TXN0305,2024-10-19,Groceries,Supermarket,variable,-74.09,-53.33,Supermarket purchase,10,2024
TXN0319,2024-10-20,Dining Out,Restaurant,variable,-46.48,-33.33,Takeaway purchase,10,2024
TXN0321,2024-10-21,Entertainment,Concert,variable,-32.62,-33.33,Gaming purchase,10,2024
TXN0309,2024-10-22,Transport,Train,variable,-15.42,-30.0,Uber purchase,10,2024
TXN0310,2024-10-22,Transport,Fuel,variable,-39.6,-30.0,Train purchase,10,2024
TXN0312,2024-10-23,Transport,Uber,variable,-26.25,-30.0,Bus Pass purchase,10,2024
TXN0315,2024-10-23,Dining Out,Takeaway,variable,-24.69,-33.33,Coffee Shop purchase,10,2024
TXN0327,2024-10-24,Shopping,Clothes,variable,-107.04,-66.67,Electronics purchase,10,2024
TXN0301,2024-10-25,Utilities,Electricity,variable,-183.37,-60.0,Gas purchase,10,2024
TXN0318,2024-10-27,Dining Out,Coffee Shop,variable,-50.88,-33.33,Restaurant purchase,10,2024
TXN0295,2024-10-28,Income,Salary,income,3800.0,3800.0,Monthly salary,10,2024
TXN0329,2024-11-01,Rent,Rent,fixed,-1200.0,-1200.0,Monthly rent,11,2024
TXN0330,2024-11-01,Savings,Savings Transfer,fixed,-500.0,-500.0,Monthly savings,11,2024
TXN0350,2024-11-01,Dining Out,Coffee Shop,variable,-14.17,-33.33,Restaurant purchase,11,2024
TXN0359,2024-11-01,Shopping,Clothes,variable,-37.42,-66.67,Clothes purchase,11,2024
TXN0346,2024-11-04,Dining Out,Coffee Shop,variable,-54.18,-33.33,Takeaway purchase,11,2024
TXN0331,2024-11-05,Investments,Stocks ISA,fixed,-300.0,-300.0,Monthly investment contribution,11,2024
TXN0332,2024-11-05,Utilities,Water,variable,-195.42,-60.0,Gas purchase,11,2024
TXN0340,2024-11-05,Groceries,Supermarket,variable,-42.27,-53.33,Online Grocery purchase,11,2024
TXN0351,2024-11-05,Dining Out,Restaurant,variable,-45.84,-33.33,Restaurant purchase,11,2024
TXN0348,2024-11-07,Dining Out,Coffee Shop,variable,-53.63,-33.33,Restaurant purchase,11,2024
TXN0344,2024-11-09,Transport,Uber,variable,-16.47,-30.0,Bus Pass purchase,11,2024
TXN0356,2024-11-09,Health,Gym,variable,-50.93,-40.0,Doctor Visit purchase,11,2024
TXN0342,2024-11-13,Transport,Train,variable,-35.41,-30.0,Bus Pass purchase,11,2024
TXN0343,2024-11-14,Transport,Train,variable,-44.47,-30.0,Train purchase,11,2024
TXN0335,2024-11-15,Groceries,Online Grocery,variable,-58.43,-53.33,Online Grocery purchase,11,2024
TXN0345,2024-11-15,Transport,Bus Pass,variable,-35.01,-30.0,Uber purchase,11,2024
TXN0341,2024-11-16,Transport,Bus Pass,variable,-20.23,-30.0,Bus Pass purchase,11,2024
TXN0338,2024-11-20,Groceries,Supermarket,variable,-51.07,-53.33,Online Grocery purchase,11,2024
TXN0347,2024-11-21,Dining Out,Coffee Shop,variable,-27.42,-33.33,Coffee Shop purchase,11,2024
TXN0337,2024-11-22,Groceries,Supermarket,variable,-51.69,-53.33,Online Grocery purchase,11,2024
TXN0349,2024-11-22,Dining Out,Takeaway,variable,-21.12,-33.33,Takeaway purchase,11,2024
TXN0339,2024-11-23,Groceries,Online Grocery,variable,-55.11,-53.33,Supermarket purchase,11,2024
TXN0334,2024-11-26,Utilities,Internet,variable,-159.46,-60.0,Electricity purchase,11,2024
TXN0354,2024-11-26,Entertainment,Netflix,variable,-41.52,-33.33,Concert purchase,11,2024
TXN0358,2024-11-26,Shopping,Amazon,variable,-98.84,-66.67,Electronics purchase,11,2024
TXN0336,2024-11-27,Groceries,Online Grocery,variable,-71.93,-53.33,Supermarket purchase,11,2024
TXN0352,2024-11-27,Entertainment,Cinema,variable,-36.78,-33.33,Cinema purchase,11,2024
TXN0353,2024-11-27,Entertainment,Concert,variable,-40.44,-33.33,Cinema purchase,11,2024
TXN0328,2024-11-28,Income,Salary,income,3800.0,3800.0,Monthly salary,11,2024
TXN0333,2024-11-28,Utilities,Internet,variable,-200.46,-60.0,Electricity purchase,11,2024
TXN0355,2024-11-28,Health,Gym,variable,-59.28,-40.0,Doctor Visit purchase,11,2024
TXN0357,2024-11-28,Shopping,Clothes,variable,-22.58,-66.67,Electronics purchase,11,2024
TXN0362,2024-12-01,Rent,Rent,fixed,-1200.0,-1200.0,Monthly rent,12,2024
TXN0363,2024-12-01,Savings,Savings Transfer,fixed,-500.0,-500.0,Monthly savings,12,2024
TXN0370,2024-12-03,Groceries,Supermarket,variable,-56.11,-53.33,Supermarket purchase,12,2024
TXN0378,2024-12-03,Transport,Fuel,variable,-19.11,-30.0,Fuel purchase,12,2024
TXN0373,2024-12-04,Groceries,Supermarket,variable,-79.65,-53.33,Supermarket purchase,12,2024
TXN0364,2024-12-05,Investments,Stocks ISA,fixed,-300.0,-300.0,Monthly investment contribution,12,2024
TXN0371,2024-12-05,Groceries,Online Grocery,variable,-53.75,-53.33,Online Grocery purchase,12,2024
TXN0391,2024-12-06,Shopping,Electronics,variable,-47.33,-66.67,Electronics purchase,12,2024
TXN0375,2024-12-11,Transport,Train,variable,-52.23,-30.0,Train purchase,12,2024
TXN0392,2024-12-12,Shopping,Clothes,variable,-20.61,-66.67,Amazon purchase,12,2024
TXN0374,2024-12-14,Transport,Bus Pass,variable,-35.32,-30.0,Train purchase,12,2024
TXN0379,2024-12-14,Dining Out,Takeaway,variable,-16.15,-33.33,Coffee Shop purchase,12,2024
TXN0382,2024-12-14,Dining Out,Takeaway,variable,-27.2,-33.33,Coffee Shop purchase,12,2024
TXN0366,2024-12-15,Utilities,Electricity,variable,-170.38,-60.0,Internet purchase,12,2024
TXN0367,2024-12-15,Utilities,Electricity,variable,-184.33,-60.0,Electricity purchase,12,2024
TXN0361,2024-12-16,Income,Freelance,income,563.04,0.0,Freelance project payment,12,2024
TXN0365,2024-12-16,Utilities,Internet,variable,-164.83,-60.0,Electricity purchase,12,2024
TXN0368,2024-12-16,Groceries,Online Grocery,variable,-82.36,-53.33,Supermarket purchase,12,2024
TXN0369,2024-12-16,Groceries,Online Grocery,variable,-75.62,-53.33,Supermarket purchase,12,2024
TXN0385,2024-12-17,Entertainment,Gaming,variable,-17.45,-33.33,Cinema purchase,12,2024
TXN0381,2024-12-18,Dining Out,Takeaway,variable,-36.15,-33.33,Restaurant purchase,12,2024
TXN0372,2024-12-20,Groceries,Online Grocery,variable,-66.53,-53.33,Online Grocery purchase,12,2024
TXN0384,2024-12-20,Dining Out,Restaurant,variable,-25.44,-33.33,Takeaway purchase,12,2024
TXN0377,2024-12-22,Transport,Bus Pass,variable,-26.47,-30.0,Train purchase,12,2024
TXN0389,2024-12-22,Health,Gym,variable,-43.92,-40.0,Doctor Visit purchase,12,2024
TXN0390,2024-12-22,Shopping,Electronics,variable,-102.95,-66.67,Clothes purchase,12,2024
TXN0376,2024-12-24,Transport,Train,variable,-19.28,-30.0,Uber purchase,12,2024
TXN0387,2024-12-25,Entertainment,Cinema,variable,-19.75,-33.33,Gaming purchase,12,2024
TXN0380,2024-12-26,Dining Out,Restaurant,variable,-17.59,-33.33,Takeaway purchase,12,2024
TXN0360,2024-12-28,Income,Salary,income,3800.0,3800.0,Monthly salary,12,2024
TXN0383,2024-12-28,Dining Out,Restaurant,variable,-51.38,-33.33,Coffee Shop purchase,12,2024
TXN0386,2024-12-28,Entertainment,Concert,variable,-13.79,-33.33,Netflix purchase,12,2024
TXN0388,2024-12-28,Health,Doctor Visit,variable,-40.24,-40.0,Doctor Visit purchase,12,2024
